order_id,sale_date,customer_id,employee_id,product_id,quantity,discount,sale_amount,actual_sale_amount,profit,payment_method,employee_performance,order_branch
SALE00020,05-07-2019,CUST0999,EMP043,PROD009,2,0.1,180,162,78,Cash,1,Bangalore
SALE00021,20-05-2021,CUST0926,EMP036,PROD016,2,0.05,262,248.9,72.9,Card,4,Pune
SALE00022,14-11-2021,CUST1609,EMP012,PROD018,2,0.15,298,253.3,113.3,Wallet,4,Mumbai
SALE00023,22-11-2018,CUST0879,EMP062,PROD017,4,0,360,360,172,Cash,5,Delhi
SALE00024,09-02-2020,CUST0409,EMP048,PROD002,1,0.1,100,90,57,Card,1,Pune
SALE00026,12-09-2022,CUST0265,EMP014,PROD023,4,0.1,456,410.4,250.4,Card,1,Chennai
SALE00027,04-08-2020,CUST1688,EMP006,PROD015,3,0.1,201,180.9,45.9,Wallet,5,Mumbai
SALE00028,04-12-2018,CUST1222,EMP068,PROD018,3,0.15,447,379.95,169.95,Card,3,Delhi
SALE00029,03-01-2018,CUST1004,EMP046,PROD024,2,0.05,236,224.2,56.2,Wallet,1,Hyderabad
SALE00030,20-08-2018,CUST0468,EMP029,PROD008,2,0.05,244,231.8,79.8,Cash,5,Pune
SALE00031,13-08-2019,CUST1034,EMP022,PROD004,1,0.1,152,136.8,54.8,Cash,4,Mumbai
SALE00032,27-04-2019,CUST1796,EMP082,PROD008,3,0,366,366,138,Cash,1,Mumbai
SALE00033,25-08-2023,CUST1339,EMP003,PROD021,1,0,82,82,30,Wallet,4,Lucknow
SALE00034,21-04-2022,CUST0779,EMP016,PROD003,3,0.15,390,331.5,70.5,Card,2,Delhi
SALE00035,03-05-2019,CUST1424,EMP088,PROD018,1,0.1,149,134.1,64.1,Wallet,1,Pune
SALE00036,17-09-2019,CUST1357,EMP067,PROD013,3,0.05,321,304.95,190.95,Wallet,1,Kolkata
SALE00038,07-03-2023,CUST1020,EMP026,PROD016,2,0.1,262,235.8,59.8,Card,3,Chennai
SALE00039,19-04-2019,CUST1441,EMP053,PROD014,3,0.05,219,208.05,85.05,Cash,5,Ahmedabad
SALE00040,05-11-2018,CUST1017,EMP027,PROD001,4,0.1,308,277.2,149.2,Card,1,Lucknow
SALE00041,23-09-2023,CUST0027,EMP086,PROD020,1,0,116,116,75,Wallet,2,Hyderabad
SALE00042,07-08-2022,CUST0185,EMP066,PROD019,1,0,88,88,43,UPI,2,Jaipur
SALE00043,28-04-2022,CUST0936,EMP038,PROD013,3,0.15,321,272.85,158.85,Cash,1,Pune
SALE00044,27-11-2019,CUST1666,EMP023,PROD017,1,0.1,90,81,34,UPI,3,Pune
SALE00045,21-12-2020,CUST0873,EMP015,PROD009,1,0,90,90,48,Cash,2,Jaipur
SALE00046,04-08-2019,CUST1359,EMP083,PROD009,2,0.1,180,162,78,UPI,4,Pune
SALE00047,03-12-2021,CUST1274,EMP035,PROD017,1,0.1,90,81,34,UPI,2,Jaipur
SALE00048,08-02-2023,CUST0234,EMP052,PROD020,4,0.15,464,394.4,230.4,UPI,4,Pune
SALE00049,16-07-2018,CUST1413,EMP062,PROD013,4,0.05,428,406.6,254.6,Cash,2,Delhi
SALE00050,30-06-2022,CUST1426,EMP008,PROD014,2,0,146,146,64,Wallet,5,Ahmedabad
SALE00051,21-01-2022,CUST0989,EMP073,PROD023,4,0.05,456,433.2,273.2,Wallet,3,Pune
SALE00052,07-10-2020,CUST1253,EMP004,PROD011,2,0.15,210,178.5,14.5,Wallet,1,Kolkata
SALE00053,16-12-2023,CUST0843,EMP057,PROD004,1,0,152,152,70,UPI,3,Hyderabad
SALE00054,03-03-2018,CUST0026,EMP087,PROD019,2,0.1,176,158.4,68.4,Cash,4,Lucknow
SALE00055,15-06-2021,CUST1356,EMP032,PROD013,4,0.1,428,385.2,233.2,Wallet,2,Ahmedabad
SALE00056,07-02-2022,CUST1719,EMP072,PROD011,1,0,105,105,23,Card,5,Pune
SALE00057,12-03-2022,CUST1739,EMP061,PROD021,4,0.05,328,311.6,103.6,Cash,4,Pune
SALE00058,13-04-2021,CUST0657,EMP031,PROD024,3,0.1,354,318.6,66.6,Cash,5,Bangalore
SALE00059,23-10-2018,CUST0457,EMP071,PROD018,4,0.15,596,506.6,226.6,Card,1,Hyderabad
SALE00060,15-07-2023,CUST0941,EMP057,PROD016,4,0,524,524,172,Wallet,4,Hyderabad
SALE00061,15-05-2018,CUST0648,EMP016,PROD011,4,0,420,420,92,Cash,4,Delhi
SALE00062,05-08-2021,CUST0845,EMP005,PROD001,1,0,77,77,45,UPI,5,Hyderabad
SALE00063,09-05-2023,CUST1152,EMP027,PROD015,4,0.1,268,241.2,61.2,UPI,1,Lucknow
SALE00064,24-02-2021,CUST1673,EMP029,PROD022,4,0.1,276,248.4,56.4,Wallet,3,Pune
SALE00065,14-12-2022,CUST1467,EMP058,PROD021,1,0,82,82,30,Card,1,Kolkata
SALE00066,04-06-2019,CUST0700,EMP046,PROD019,3,0.1,264,237.6,102.6,Cash,1,Hyderabad
SALE00067,20-01-2018,CUST0337,EMP064,PROD021,2,0.15,164,139.4,35.4,Cash,3,Delhi
SALE00068,27-05-2023,CUST1252,EMP026,PROD012,2,0,146,146,78,Wallet,2,Chennai
SALE00069,31-07-2022,CUST0937,EMP025,PROD022,3,0,207,207,63,Wallet,1,Jaipur
SALE00070,12-06-2022,CUST1297,EMP087,PROD024,1,0.15,118,100.3,16.3,Wallet,5,Lucknow
SALE00071,09-11-2018,CUST1033,EMP018,PROD016,4,0,524,524,172,Cash,5,Lucknow
SALE00072,26-07-2023,CUST0887,EMP075,PROD019,4,0.05,352,334.4,154.4,Card,2,Chennai
SALE00073,07-04-2020,CUST0213,EMP050,PROD011,3,0.15,315,267.75,21.75,Wallet,5,Ahmedabad
SALE00074,08-02-2020,CUST1419,EMP032,PROD017,3,0.15,270,229.5,88.5,UPI,3,Ahmedabad
SALE00076,14-04-2023,CUST1763,EMP041,PROD020,2,0.05,232,220.4,138.4,Card,5,Pune
SALE00077,31-01-2019,CUST1464,EMP038,PROD021,3,0.05,246,233.7,77.7,Card,5,Pune
SALE00078,22-12-2021,CUST1112,EMP089,PROD020,3,0,348,348,225,UPI,5,Chennai
SALE00079,28-02-2023,CUST0984,EMP075,PROD017,4,0.1,360,324,136,Wallet,1,Chennai
SALE00080,13-10-2021,CUST1071,EMP014,PROD014,1,0.15,73,62.05,21.05,Card,1,Chennai
SALE00081,27-06-2021,CUST1373,EMP008,PROD024,2,0.1,236,212.4,44.4,Card,3,Ahmedabad
SALE00082,29-12-2018,CUST1400,EMP033,PROD008,2,0,244,244,92,UPI,2,Pune
SALE00083,02-12-2021,CUST1544,EMP070,PROD001,1,0.1,77,69.3,37.3,Wallet,1,Hyderabad
SALE00084,13-04-2022,CUST1262,EMP087,PROD023,2,0.15,228,193.8,113.8,Card,5,Lucknow
SALE00085,29-11-2023,CUST1607,EMP090,PROD013,3,0,321,321,207,Wallet,4,Pune
SALE00086,10-12-2018,CUST0854,EMP088,PROD002,3,0,300,300,201,Cash,3,Pune
SALE00087,30-12-2020,CUST0416,EMP080,PROD016,4,0.05,524,497.8,145.8,UPI,5,Delhi
SALE00088,18-01-2023,CUST1120,EMP078,PROD017,2,0.05,180,171,77,UPI,4,Kolkata
SALE00089,25-07-2021,CUST0364,EMP088,PROD016,1,0.05,131,124.45,36.45,Card,5,Pune
SALE00090,06-12-2022,CUST0245,EMP049,PROD024,1,0.15,118,100.3,16.3,UPI,5,Ahmedabad
SALE00091,15-07-2022,CUST0542,EMP017,PROD012,2,0.1,146,131.4,63.4,Cash,3,Pune
SALE00092,22-06-2023,CUST0956,EMP020,PROD019,1,0.05,88,83.6,38.6,UPI,5,Ahmedabad
SALE00093,07-02-2020,CUST0105,EMP081,PROD013,3,0.15,321,272.85,158.85,UPI,1,Bangalore
SALE00094,08-08-2022,CUST1606,EMP041,PROD012,2,0.05,146,138.7,70.7,Cash,5,Pune
SALE00095,23-11-2023,CUST0327,EMP054,PROD014,4,0,292,292,128,UPI,2,Pune
SALE00096,17-07-2020,CUST0437,EMP085,PROD014,3,0.1,219,197.1,74.1,UPI,3,Mumbai
SALE00097,23-12-2020,CUST0448,EMP080,PROD008,4,0,488,488,184,Cash,3,Delhi
SALE00098,15-08-2023,CUST0913,EMP031,PROD025,2,0,212,212,66,UPI,4,Bangalore
SALE00099,26-03-2022,CUST1631,EMP015,PROD017,4,0.1,360,324,136,UPI,1,Jaipur
SALE00100,08-07-2019,CUST1059,EMP048,PROD005,4,0.15,480,408,220,Cash,3,Pune
SALE00101,30-09-2023,CUST1335,EMP025,PROD011,3,0,315,315,69,Cash,2,Jaipur
SALE00102,21-02-2018,CUST1584,EMP069,PROD017,1,0,90,90,43,Card,2,Lucknow
SALE00103,14-04-2019,CUST1772,EMP088,PROD025,4,0,424,424,132,Card,5,Pune
SALE00104,20-12-2023,CUST1698,EMP090,PROD013,4,0,428,428,276,Card,1,Pune
SALE00105,29-04-2021,CUST0941,EMP043,PROD010,1,0,128,128,51,Cash,1,Bangalore
SALE00106,16-03-2021,CUST0365,EMP033,PROD004,1,0.05,152,144.4,62.4,UPI,4,Pune
SALE00107,19-02-2021,CUST0795,EMP058,PROD022,4,0.15,276,234.6,42.6,UPI,1,Kolkata
SALE00108,03-12-2023,CUST0798,EMP087,PROD004,1,0,152,152,70,Cash,5,Lucknow
SALE00109,25-05-2021,CUST0094,EMP090,PROD012,1,0.1,73,65.7,31.7,Cash,3,Pune
SALE00111,09-04-2021,CUST0782,EMP051,PROD006,1,0.15,119,101.15,16.15,Card,5,Chennai
SALE00112,15-06-2019,CUST0451,EMP018,PROD024,4,0.1,472,424.8,88.8,Card,3,Lucknow
SALE00113,16-03-2023,CUST1388,EMP083,PROD015,3,0,201,201,66,Card,1,Pune
SALE00114,04-01-2021,CUST0086,EMP001,PROD024,4,0,472,472,136,UPI,2,Bangalore
SALE00115,21-11-2022,CUST1533,EMP045,PROD010,2,0.15,256,217.6,63.6,Card,2,Lucknow
SALE00116,20-10-2018,CUST0377,EMP029,PROD013,3,0.05,321,304.95,190.95,Cash,2,Pune
SALE00117,06-03-2019,CUST1375,EMP073,PROD019,1,0.15,88,74.8,29.8,Cash,3,Pune
SALE00118,02-10-2020,CUST1376,EMP009,PROD011,3,0,315,315,69,Card,5,Pune
SALE00119,24-10-2021,CUST0998,EMP043,PROD009,3,0.05,270,256.5,130.5,Card,1,Bangalore
SALE00120,27-09-2019,CUST0584,EMP080,PROD010,1,0.05,128,121.6,44.6,UPI,4,Delhi
SALE00121,15-08-2020,CUST0923,EMP043,PROD024,3,0.05,354,336.3,84.3,UPI,3,Bangalore
SALE00122,01-04-2023,CUST0878,EMP022,PROD016,1,0.1,131,117.9,29.9,Card,2,Mumbai
SALE00124,17-01-2023,CUST1392,EMP043,PROD015,4,0.15,268,227.8,47.8,Wallet,3,Bangalore
SALE00125,23-10-2022,CUST1587,EMP040,PROD006,4,0,476,476,136,Card,5,Bangalore
SALE00127,02-12-2020,CUST1490,EMP010,PROD020,1,0,116,116,75,Wallet,5,Jaipur
SALE00128,10-10-2020,CUST0436,EMP005,PROD005,3,0.15,360,306,165,Card,3,Hyderabad
SALE00129,26-11-2019,CUST0804,EMP029,PROD023,3,0.05,342,324.9,204.9,Wallet,5,Pune
SALE00130,15-02-2023,CUST1046,EMP012,PROD009,4,0.1,360,324,156,Cash,2,Mumbai
SALE00131,27-04-2020,CUST1737,EMP079,PROD024,2,0.05,236,224.2,56.2,Wallet,2,Delhi
SALE00132,17-09-2023,CUST0367,EMP073,PROD001,2,0.15,154,130.9,66.9,UPI,1,Pune
SALE00133,13-09-2021,CUST0449,EMP063,PROD008,2,0,244,244,92,UPI,3,Lucknow
SALE00134,06-05-2023,CUST0480,EMP006,PROD013,2,0.1,214,192.6,116.6,Wallet,4,Mumbai
SALE00135,01-06-2023,CUST0932,EMP006,PROD019,1,0.1,88,79.2,34.2,Cash,5,Mumbai
SALE00136,29-01-2018,CUST1298,EMP036,PROD025,3,0.05,318,302.1,83.1,Wallet,4,Pune
SALE00137,12-10-2021,CUST0749,EMP076,PROD007,1,0.1,125,112.5,35.5,Wallet,2,Pune
SALE00138,14-07-2020,CUST1058,EMP052,PROD015,3,0.1,201,180.9,45.9,Wallet,4,Pune
SALE00139,01-03-2019,CUST1238,EMP001,PROD018,2,0.15,298,253.3,113.3,Card,2,Bangalore
SALE00140,05-12-2022,CUST0158,EMP066,PROD021,3,0.05,246,233.7,77.7,Card,2,Jaipur
SALE00141,04-03-2023,CUST0323,EMP047,PROD005,1,0.05,120,114,67,Wallet,3,Lucknow
SALE00142,11-03-2018,CUST1476,EMP015,PROD004,4,0.15,608,516.8,188.8,Wallet,2,Jaipur
SALE00143,14-10-2021,CUST1210,EMP021,PROD016,4,0,524,524,172,Card,1,Jaipur
SALE00144,13-04-2020,CUST0262,EMP074,PROD011,2,0.05,210,199.5,35.5,Cash,5,Hyderabad
SALE00145,04-05-2023,CUST0301,EMP008,PROD005,2,0.1,240,216,122,Card,5,Ahmedabad
SALE00146,16-01-2022,CUST0831,EMP077,PROD020,1,0.1,116,104.4,63.4,Cash,2,Jaipur
SALE00147,20-03-2019,CUST0920,EMP078,PROD019,4,0.15,352,299.2,119.2,Card,2,Kolkata
SALE00148,03-04-2023,CUST1701,EMP053,PROD014,2,0.05,146,138.7,56.7,UPI,2,Ahmedabad
SALE00149,04-07-2021,CUST1484,EMP088,PROD024,3,0.15,354,300.9,48.9,Cash,2,Pune
SALE00150,07-08-2021,CUST0775,EMP050,PROD020,2,0,232,232,150,Cash,2,Ahmedabad
SALE00151,08-01-2023,CUST1071,EMP065,PROD025,4,0.05,424,402.8,110.8,Cash,2,Mumbai
SALE00152,04-08-2020,CUST0975,EMP079,PROD024,1,0,118,118,34,Cash,4,Delhi
SALE00153,15-07-2018,CUST1351,EMP017,PROD016,1,0.15,131,111.35,23.35,Wallet,3,Pune
SALE00154,22-09-2021,CUST1792,EMP006,PROD012,4,0.05,292,277.4,141.4,Wallet,4,Mumbai
SALE00155,19-11-2022,CUST0718,EMP076,PROD010,1,0.15,128,108.8,31.8,Card,3,Pune
SALE00156,07-04-2023,CUST0978,EMP030,PROD013,1,0.1,107,96.3,58.3,Wallet,3,Jaipur
SALE00157,16-05-2021,CUST0388,EMP001,PROD019,1,0,88,88,43,Cash,4,Bangalore
SALE00158,14-02-2022,CUST1341,EMP027,PROD004,3,0.15,456,387.6,141.6,UPI,1,Lucknow
SALE00159,09-03-2018,CUST0317,EMP055,PROD023,3,0.1,342,307.8,187.8,Wallet,5,Delhi
SALE00160,14-10-2022,CUST0749,EMP079,PROD005,3,0.15,360,306,165,Card,4,Delhi
SALE00161,12-01-2018,CUST1131,EMP072,PROD018,4,0.05,596,566.2,286.2,UPI,5,Pune
SALE00162,15-09-2022,CUST1137,EMP062,PROD006,3,0.1,357,321.3,66.3,UPI,4,Delhi
SALE00163,24-01-2023,CUST1507,EMP018,PROD018,1,0.05,149,141.55,71.55,Wallet,2,Lucknow
SALE00164,21-11-2021,CUST0206,EMP028,PROD023,4,0.1,456,410.4,250.4,Cash,2,Pune
SALE00165,11-08-2020,CUST0797,EMP082,PROD019,1,0,88,88,43,Card,4,Mumbai
SALE00166,02-11-2023,CUST1230,EMP056,PROD025,1,0,106,106,33,UPI,2,Lucknow
SALE00167,13-10-2023,CUST0760,EMP011,PROD006,1,0.15,119,101.15,16.15,Wallet,5,Chennai
SALE00168,28-03-2022,CUST1344,EMP067,PROD006,3,0,357,357,102,Card,4,Kolkata
SALE00169,02-03-2020,CUST0900,EMP002,PROD002,2,0.1,200,180,114,Card,1,Bangalore
SALE00170,04-10-2022,CUST1606,EMP077,PROD023,2,0.05,228,216.6,136.6,Cash,3,Jaipur
SALE00171,29-12-2020,CUST0490,EMP084,PROD018,1,0.05,149,141.55,71.55,Cash,3,Delhi
SALE00172,01-11-2023,CUST1597,EMP052,PROD014,3,0.15,219,186.15,63.15,Wallet,5,Pune
SALE00173,04-04-2023,CUST0411,EMP067,PROD021,1,0,82,82,30,Cash,5,Kolkata
SALE00174,09-11-2022,CUST0583,EMP072,PROD017,3,0.1,270,243,102,UPI,2,Pune
SALE00175,02-06-2020,CUST1242,EMP025,PROD011,4,0.15,420,357,29,Cash,3,Jaipur
SALE00176,14-06-2021,CUST0359,EMP053,PROD001,1,0,77,77,45,UPI,3,Ahmedabad
SALE00177,06-05-2020,CUST0240,EMP066,PROD002,3,0.1,300,270,171,Wallet,4,Jaipur
SALE00178,22-08-2018,CUST1154,EMP062,PROD022,2,0.1,138,124.2,28.2,Wallet,4,Delhi
SALE00179,01-05-2022,CUST1202,EMP004,PROD018,4,0,596,596,316,UPI,1,Kolkata
SALE00180,25-08-2019,CUST0784,EMP082,PROD014,2,0.05,146,138.7,56.7,UPI,4,Mumbai
SALE00181,05-03-2023,CUST0724,EMP067,PROD020,1,0.1,116,104.4,63.4,Card,3,Kolkata
SALE00183,28-07-2020,CUST0643,EMP046,PROD020,2,0.1,232,208.8,126.8,Card,2,Hyderabad
SALE00184,16-12-2018,CUST1022,EMP026,PROD009,2,0.05,180,171,87,UPI,2,Chennai
SALE00185,30-06-2021,CUST0470,EMP026,PROD007,2,0.1,250,225,71,Card,1,Chennai
SALE00186,06-12-2021,CUST0246,EMP011,PROD016,4,0,524,524,172,Cash,4,Chennai
SALE00187,24-01-2020,CUST0761,EMP080,PROD001,3,0.15,231,196.35,100.35,UPI,4,Delhi
SALE00188,16-06-2020,CUST0375,EMP066,PROD007,3,0.15,375,318.75,87.75,Card,5,Jaipur
SALE00189,24-11-2021,CUST0263,EMP007,PROD005,4,0.15,480,408,220,Cash,5,Mumbai
SALE00190,01-06-2022,CUST0712,EMP051,PROD012,2,0.15,146,124.1,56.1,Cash,5,Chennai
SALE00191,12-05-2023,CUST0943,EMP041,PROD022,1,0,69,69,21,Card,4,Pune
SALE00192,02-12-2020,CUST1190,EMP013,PROD005,3,0.1,360,324,183,UPI,2,Chennai
SALE00193,03-10-2019,CUST1124,EMP034,PROD016,2,0.1,262,235.8,59.8,Wallet,5,Hyderabad
SALE00194,23-05-2021,CUST0703,EMP047,PROD010,2,0.15,256,217.6,63.6,Wallet,2,Lucknow
SALE00195,12-12-2022,CUST0859,EMP090,PROD006,3,0.1,357,321.3,66.3,Wallet,3,Pune
SALE00196,25-07-2022,CUST0924,EMP024,PROD015,2,0.05,134,127.3,37.3,Cash,3,Lucknow
SALE00197,15-07-2022,CUST1647,EMP031,PROD025,4,0.15,424,360.4,68.4,Card,2,Bangalore
SALE00198,28-11-2018,CUST1639,EMP020,PROD013,4,0,428,428,276,Card,4,Ahmedabad
SALE00199,29-03-2021,CUST1024,EMP018,PROD018,3,0.15,447,379.95,169.95,UPI,3,Lucknow
SALE00200,29-06-2020,CUST1152,EMP073,PROD004,1,0.15,152,129.2,47.2,Cash,2,Pune
SALE00201,21-12-2022,CUST0123,EMP028,PROD008,3,0.15,366,311.1,83.1,Cash,4,Pune
SALE00202,17-07-2022,CUST1525,EMP043,PROD018,3,0.1,447,402.3,192.3,UPI,5,Bangalore
SALE00203,28-03-2018,CUST1142,EMP033,PROD024,3,0,354,354,102,Wallet,1,Pune
SALE00204,04-04-2020,CUST0720,EMP087,PROD023,2,0.05,228,216.6,136.6,UPI,3,Lucknow
SALE00205,20-06-2020,CUST0666,EMP087,PROD020,4,0.15,464,394.4,230.4,Cash,4,Lucknow
SALE00206,08-09-2020,CUST1257,EMP037,PROD020,4,0.05,464,440.8,276.8,Card,3,Ahmedabad
SALE00207,31-01-2018,CUST0864,EMP081,PROD022,4,0,276,276,84,Cash,2,Bangalore
SALE00208,23-02-2023,CUST0704,EMP030,PROD002,3,0.1,300,270,171,UPI,3,Jaipur
SALE00209,02-06-2019,CUST1240,EMP083,PROD007,4,0.1,500,450,142,Wallet,3,Pune
SALE00210,22-08-2023,CUST1532,EMP076,PROD013,4,0.15,428,363.8,211.8,Card,2,Pune
SALE00211,12-06-2023,CUST1750,EMP003,PROD019,2,0.05,176,167.2,77.2,UPI,1,Lucknow
SALE00212,19-05-2022,CUST0432,EMP022,PROD007,4,0,500,500,192,Cash,1,Mumbai
SALE00213,10-05-2021,CUST1800,EMP061,PROD014,1,0,73,73,32,Wallet,5,Pune
SALE00214,31-01-2018,CUST1567,EMP011,PROD016,1,0.1,131,117.9,29.9,Card,1,Chennai
SALE00215,11-10-2020,CUST1342,EMP050,PROD014,3,0.05,219,208.05,85.05,Card,3,Ahmedabad
SALE00216,15-06-2019,CUST0908,EMP081,PROD019,2,0.05,176,167.2,77.2,Card,1,Bangalore
SALE00217,03-01-2019,CUST0072,EMP085,PROD006,3,0.1,357,321.3,66.3,Wallet,4,Mumbai
SALE00218,08-04-2018,CUST1784,EMP070,PROD014,3,0.15,219,186.15,63.15,Card,5,Hyderabad
SALE00219,25-05-2019,CUST0363,EMP076,PROD010,4,0.15,512,435.2,127.2,UPI,3,Pune
SALE00220,23-05-2021,CUST0987,EMP070,PROD016,2,0,262,262,86,Wallet,3,Hyderabad
SALE00221,10-03-2019,CUST0750,EMP053,PROD003,3,0.05,390,370.5,109.5,UPI,1,Ahmedabad
SALE00222,26-11-2021,CUST0001,EMP067,PROD002,2,0.1,200,180,114,UPI,4,Kolkata
SALE00223,02-05-2018,CUST1096,EMP002,PROD006,4,0.15,476,404.6,64.6,UPI,1,Bangalore
SALE00224,17-05-2021,CUST1569,EMP056,PROD016,3,0.05,393,373.35,109.35,Cash,5,Lucknow
SALE00225,28-05-2021,CUST0766,EMP025,PROD016,4,0.15,524,445.4,93.4,Wallet,2,Jaipur
SALE00226,19-06-2020,CUST0335,EMP083,PROD022,4,0.15,276,234.6,42.6,Card,3,Pune
SALE00227,14-09-2022,CUST0163,EMP055,PROD012,2,0.1,146,131.4,63.4,UPI,5,Delhi
SALE00228,13-02-2023,CUST1657,EMP035,PROD007,4,0.05,500,475,167,Cash,2,Jaipur
SALE00229,10-07-2018,CUST0280,EMP038,PROD008,1,0.15,122,103.7,27.7,Wallet,3,Pune
SALE00230,26-02-2018,CUST1435,EMP080,PROD016,4,0.05,524,497.8,145.8,UPI,1,Delhi
SALE00231,19-08-2022,CUST0312,EMP007,PROD016,1,0.05,131,124.45,36.45,Cash,3,Mumbai
SALE00232,11-07-2019,CUST0552,EMP017,PROD007,4,0,500,500,192,Card,1,Pune
SALE00233,20-04-2020,CUST0309,EMP002,PROD008,4,0.05,488,463.6,159.6,UPI,4,Bangalore
SALE00234,20-07-2022,CUST0639,EMP064,PROD020,3,0.15,348,295.8,172.8,Cash,3,Delhi
SALE00235,24-02-2020,CUST0165,EMP019,PROD001,1,0.1,77,69.3,37.3,Wallet,1,Bangalore
SALE00236,19-01-2021,CUST1113,EMP061,PROD017,2,0.05,180,171,77,UPI,4,Pune
SALE00237,04-06-2022,CUST1697,EMP002,PROD007,1,0.05,125,118.75,41.75,Wallet,4,Bangalore
SALE00238,21-11-2018,CUST0507,EMP005,PROD006,2,0.15,238,202.3,32.3,Cash,5,Hyderabad
SALE00239,19-11-2019,CUST1364,EMP027,PROD012,4,0.15,292,248.2,112.2,UPI,3,Lucknow
SALE00240,02-01-2018,CUST0325,EMP081,PROD013,1,0,107,107,69,UPI,4,Bangalore
SALE00241,25-09-2022,CUST1308,EMP039,PROD006,2,0.1,238,214.2,44.2,Cash,2,Ahmedabad
SALE00242,04-08-2022,CUST0232,EMP031,PROD008,4,0.1,488,439.2,135.2,Cash,2,Bangalore
SALE00243,16-11-2022,CUST1627,EMP036,PROD015,1,0.15,67,56.95,11.95,Card,1,Pune
SALE00244,23-09-2022,CUST0087,EMP075,PROD003,4,0.05,520,494,146,UPI,1,Chennai
SALE00245,14-08-2019,CUST0510,EMP021,PROD006,4,0,476,476,136,UPI,1,Jaipur
SALE00246,31-08-2023,CUST0123,EMP046,PROD020,2,0,232,232,150,Card,4,Hyderabad
SALE00247,08-05-2018,CUST0477,EMP041,PROD003,3,0.15,390,331.5,70.5,Card,1,Pune
SALE00248,21-10-2020,CUST1412,EMP049,PROD018,3,0.05,447,424.65,214.65,UPI,1,Ahmedabad
SALE00249,07-02-2022,CUST0994,EMP057,PROD003,3,0.15,390,331.5,70.5,Card,5,Hyderabad
SALE00250,05-08-2020,CUST0383,EMP070,PROD002,3,0.1,300,270,171,Wallet,3,Hyderabad
SALE00251,03-09-2023,CUST1777,EMP077,PROD019,2,0,176,176,86,Card,4,Jaipur
SALE00252,08-08-2022,CUST0606,EMP034,PROD012,3,0.15,219,186.15,84.15,Cash,5,Hyderabad
SALE00253,09-09-2022,CUST0777,EMP024,PROD023,1,0.1,114,102.6,62.6,Card,3,Lucknow
SALE00254,07-01-2020,CUST1477,EMP009,PROD001,4,0.05,308,292.6,164.6,Wallet,5,Pune
SALE00255,07-04-2023,CUST0316,EMP079,PROD014,3,0.1,219,197.1,74.1,Wallet,3,Delhi
SALE00256,23-01-2023,CUST0227,EMP013,PROD002,1,0,100,100,67,Card,2,Chennai
SALE00257,11-01-2022,CUST1789,EMP005,PROD016,2,0,262,262,86,Wallet,2,Hyderabad
SALE00258,24-03-2020,CUST0203,EMP005,PROD024,4,0.15,472,401.2,65.2,UPI,1,Hyderabad
SALE00259,26-11-2018,CUST0751,EMP029,PROD003,1,0,130,130,43,Card,4,Pune
SALE00260,16-09-2022,CUST1705,EMP011,PROD010,4,0,512,512,204,UPI,5,Chennai
SALE00261,16-12-2020,CUST1523,EMP054,PROD013,3,0,321,321,207,UPI,5,Pune
SALE00262,16-07-2021,CUST0084,EMP010,PROD002,3,0,300,300,201,Card,5,Jaipur
